,mw_u,mw_p,ks_stat,ks_p,t_stat,t_p,horizon,comparison,symbol
226,164.0,0.5126111158302056,0.23529411764705882,0.7506071234246195,0.4320194569946667,0.668626770754052,5,double_top_vs_random,TMO
227,236.5,0.8288320311644559,0.21906693711967545,0.5879117247364204,-0.0965014637530196,0.9237556419280574,5,ma_crossover_vs_random,TMO
228,234.0,0.7847417622675467,0.15618661257606492,0.9092178057160875,-0.19987412410762434,0.8428660036986522,20,double_top_vs_ma_crossover,TMO
229,125.0,0.5126111158302056,0.29411764705882354,0.46535270633620435,-0.8868331942668958,0.3825003648820168,20,double_top_vs_random,TMO
230,220.5,0.5616949967488446,0.2738336713995943,0.32557845937318364,-0.8171260084083244,0.42184021556773565,20,ma_crossover_vs_random,TMO
231,269.0,0.015352168593142916,0.5906593406593407,0.0022060983849220956,2.49613163723338,0.01818823677494047,60,double_top_vs_ma_crossover,TMO
232,152.0,0.08600165474247404,0.5113122171945701,0.028230596481208018,1.5467088296098663,0.13459940490739244,60,double_top_vs_random,TMO
233,244.5,0.8882911571794899,0.17436974789915966,0.8373617845831736,-0.13917952330211933,0.8904328818097567,60,ma_crossover_vs_random,TMO
234,382.5,0.01189401054213151,0.5545112781954887,0.001049687273360698,1.3363483801271456,0.1883846732877891,5,double_top_vs_ma_crossover,TMUS
235,247.0,0.05389279792075599,0.42105263157894735,0.06808911421959735,1.8120734326751382,0.08091744412649612,5,double_top_vs_random,TMUS
236,256.5,0.8453104482133315,0.2199248120300752,0.5563407952505126,0.6027042787226258,0.5502893006829221,5,ma_crossover_vs_random,TMUS
237,284.5,0.6963139496432134,0.21804511278195488,0.5702370628325643,0.06745873389203508,0.9465184448347845,20,double_top_vs_ma_crossover,TMUS
238,187.0,0.8608869678345028,0.21052631578947367,0.808061649945869,0.4619953047363451,0.6477266937474029,20,double_top_vs_random,TMUS
239,260.5,0.9136848422674047,0.16541353383458646,0.8554477197688537,0.3745657902478393,0.7102189518670536,20,ma_crossover_vs_random,TMUS
240,265.5,1.0,0.20864661654135339,0.611514501293845,0.009663465066052914,0.9923454030596227,60,double_top_vs_ma_crossover,TMUS
241,190.0,0.7926524733510358,0.21052631578947367,0.808061649945869,0.4262314565019313,0.6726313025555648,60,double_top_vs_random,TMUS
242,290.5,0.6028677209793145,0.14661654135338345,0.9297506223057045,0.5041065233881078,0.6168767718500838,60,ma_crossover_vs_random,TMUS
243,118.0,0.597234765228001,0.3047619047619048,0.47187786661598136,0.5526495548541771,0.5880398810709303,5,double_top_vs_ma_crossover,TPL
244,62.0,0.38413626923848176,0.3,0.7869297884777761,1.0053462421491486,0.3281466775174099,5,double_top_vs_random,TPL
245,119.0,0.5683527786758931,0.26666666666666666,0.6226786899805232,0.6439922309307553,0.5279432939953044,5,ma_crossover_vs_random,TPL
246,99.0,0.8161592088494507,0.23809523809523808,0.723326245742457,-0.01091031426402966,0.9913723806570727,20,double_top_vs_ma_crossover,TPL
247,42.0,0.5703152959750261,0.4,0.41752365281777043,-1.0179697670415846,0.3222305065709449,20,double_top_vs_random,TPL
248,81.0,0.32068254332314083,0.42857142857142855,0.10562487761307707,-0.8914009014393239,0.3801676360230949,20,ma_crossover_vs_random,TPL
249,106.0,0.9831377664986912,0.2,0.892146505136784,0.39831457836478923,0.6962326646655059,60,double_top_vs_ma_crossover,TPL
250,51.0,0.969815931818382,0.2,0.9944575548290717,0.4481879808901224,0.6607563559871179,60,double_top_vs_random,TPL
251,104.0,0.9831428659767562,0.21904761904761905,0.820537238712022,0.0805479956746092,0.9364748021803793,60,ma_crossover_vs_random,TPL
252,150.0,0.8535399963043436,0.25,0.6838194912316484,-0.3811671515934643,0.7058369484174838,5,double_top_vs_ma_crossover,TPR
253,65.0,0.7072717964751516,0.3333333333333333,0.5360977695073805,-1.0333783509008927,0.31759144571196624,5,double_top_vs_random,TPR
254,142.0,0.9598540751551798,0.2916666666666667,0.4851647544731363,-0.8202292589126129,0.4246993603635988,5,ma_crossover_vs_random,TPR
255,119.0,0.4108919901004028,0.2916666666666667,0.4851647544731363,-0.34287023484851326,0.7341157299175709,20,double_top_vs_ma_crossover,TPR
256,33.0,0.026131655109683107,0.5,0.09954677170991616,-2.5002037841034386,0.021880684325025695,20,double_top_vs_random,TPR
257,79.0,0.0304276619276136,0.5,0.030939255369013915,-2.2431909756586212,0.03628278884054772,20,ma_crossover_vs_random,TPR
258,144.0,1.0,0.16666666666666666,0.9773780694503065,0.47221048689112466,0.6409173237361856,60,double_top_vs_ma_crossover,TPR
259,65.0,0.7072717964751516,0.25,0.8689816711757754,-0.38865234373876656,0.7013022202432017,60,double_top_vs_random,TPR
260,123.0,0.4914937420999218,0.20833333333333334,0.8668678110986558,-0.9329986577169341,0.35912420856238014,60,ma_crossover_vs_random,TPR
261,133.0,0.43521665440887747,0.35714285714285715,0.3408670226441607,1.4616920675909357,0.15599076778796298,5,double_top_vs_ma_crossover,TRGP
262,43.0,0.26944316242513866,0.5,0.2826728826728826,0.9437122014505956,0.37292293848194846,5,double_top_vs_random,TRGP
263,121.0,0.751153754386104,0.17857142857142858,0.9742308909946156,0.36677234764393246,0.7229191452068746,5,ma_crossover_vs_random,TRGP
264,121.0,0.7462883074190472,0.17857142857142858,0.9742308909946156,1.0685042470225057,0.2959548255175331,20,double_top_vs_ma_crossover,TRGP
265,39.0,0.49420085341360676,0.375,0.6601398601398599,0.2561203272263481,0.8022929634546982,20,double_top_vs_random,TRGP
266,117.0,0.8667351391293024,0.21428571428571427,0.8987395382867478,-0.5599851604022281,0.5844288924846583,20,ma_crossover_vs_random,TRGP
267,148.0,0.1766171788252796,0.39285714285714285,0.23839256267444453,1.6729905556958764,0.11598414727210644,60,double_top_vs_ma_crossover,TRGP
268,38.0,0.5629489736740951,0.375,0.6601398601398599,-0.18616431730886657,0.8560556214118704,60,double_top_vs_random,TRGP
269,103.0,0.751153754386104,0.25,0.7687339930747639,-1.1042883875012224,0.29969130938546973,60,ma_crossover_vs_random,TRGP
270,142.0,0.4298007159919629,0.3076923076923077,0.3680582479471511,0.05206638355059094,0.958789221752633,5,double_top_vs_ma_crossover,TRMB
271,63.0,0.2814323707896538,0.3076923076923077,0.5881960656115993,-1.4451691379173295,0.16134190025519068,5,double_top_vs_random,TRMB
272,167.0,0.964355784037191,0.23076923076923078,0.7306092388183943,-0.8757967701090076,0.3874627803606868,5,ma_crossover_vs_random,TRMB
273,155.0,0.6875259658520398,0.2692307692307692,0.5375876158057598,-0.6259555503170601,0.5390454281575805,20,double_top_vs_ma_crossover,TRMB
274,57.0,0.16609768650615142,0.3076923076923077,0.5881960656115993,-1.5407496365014661,0.1364606277790839,20,double_top_vs_random,TRMB
275,129.0,0.23927889831471783,0.3076923076923077,0.3680582479471511,-1.317618222729698,0.20386295563562512,20,ma_crossover_vs_random,TRMB
276,147.0,0.5218058139268358,0.15384615384615385,0.9850002111019683,-0.6683845083440123,0.5099674557442087,60,double_top_vs_ma_crossover,TRMB
277,69.0,0.4416782652304886,0.3076923076923077,0.5881960656115993,-0.9781202514490013,0.3391533498391138,60,double_top_vs_random,TRMB
278,151.0,0.6021138219462052,0.2692307692307692,0.5375876158057598,-0.5543178949683522,0.5861235993765119,60,ma_crossover_vs_random,TRMB
279,114.0,0.6750089781058821,0.2560386473429952,0.68801645703203,0.638406007735075,0.5293592044930662,5,double_top_vs_ma_crossover,TROW
280,38.0,0.8595319894379044,0.2222222222222222,0.9894693541752365,-0.3155523809905134,0.7566803880842594,5,double_top_vs_random,TROW
281,90.5,0.6003062244057872,0.21739130434782608,0.849499443826474,-0.8668492671315661,0.39734407119118254,5,ma_crossover_vs_random,TROW
282,87.0,0.5023138316564725,0.357487922705314,0.3013775990416703,-0.503063454814535,0.6232722685369113,20,double_top_vs_ma_crossover,TROW
283,38.0,0.8595319894379044,0.3333333333333333,0.7301110654051831,-0.14334981203049424,0.8879178942178434,20,double_top_vs_random,TROW
284,111.5,0.7532353922818424,0.30434782608695654,0.4787681469438978,0.41486909027399543,0.6835572608519962,20,ma_crossover_vs_random,TROW
285,142.0,0.11109802506599344,0.4782608695652174,0.067518539117538,1.9128838646286355,0.06771234118365778,60,double_top_vs_ma_crossover,TROW
286,57.0,0.15684588989509332,0.4444444444444444,0.35170711641299873,1.6992318911211215,0.11513400793687127,60,double_top_vs_random,TROW
287,107.5,0.8833618288405429,0.178743961352657,0.9553696414819886,0.44125890635710846,0.6664176279284653,60,ma_crossover_vs_random,TROW
288,266.0,0.37664825057722506,0.2948717948717949,0.18343138213454133,-1.0426279009191965,0.3027992398427627,5,double_top_vs_ma_crossover,TRV
289,318.0,0.54271707147601,0.3333333333333333,0.13982257948893737,0.31401514263845093,0.7550448618135905,5,double_top_vs_random,TRV
290,417.0,0.042435698750422426,0.40384615384615385,0.023243396356440814,1.5929695026736894,0.11773213868674985,5,ma_crossover_vs_random,TRV
291,291.0,0.8804881855947304,0.17391304347826086,0.7798364551626918,-1.0593897513605932,0.2971454062795369,20,double_top_vs_ma_crossover,TRV
292,279.0,0.9575378433032774,0.19927536231884058,0.6328773258211314,-0.9059234454241618,0.37186502822838063,20,double_top_vs_random,TRV
293,324.0,0.8232930808487534,0.22435897435897437,0.46991702105461314,0.2676542479577833,0.79011314857042,20,ma_crossover_vs_random,TRV
294,251.0,0.3409858833506595,0.2525083612040134,0.34595309349291864,-1.437692106481599,0.15741109158787875,60,double_top_vs_ma_crossover,TRV
295,260.0,0.7413167598496062,0.2717391304347826,0.2942535887725787,-0.6730897648044554,0.5044380390318264,60,double_top_vs_random,TRV
296,336.0,0.6481511217430623,0.1891025641025641,0.6685610859332488,0.8352775814449288,0.40770228433541456,60,ma_crossover_vs_random,TRV
297,340.0,0.018955992898402687,0.5,0.005207817476443928,2.693468839760042,0.01020404045011865,5,double_top_vs_ma_crossover,TSCO
298,294.0,0.01137878676910781,0.5,0.012298612583953778,2.3892333151358547,0.022529766666569542,5,double_top_vs_random,TSCO
299,235.5,0.9248833795849966,0.15833333333333333,0.9080266601734017,0.2597071870777118,0.796656044945698,5,ma_crossover_vs_random,TSCO
300,251.0,0.5819445579790409,0.20833333333333334,0.6517703910354851,0.7332149161108529,0.4679664371471708,20,double_top_vs_ma_crossover,TSCO
301,194.0,0.9216057342846565,0.1631578947368421,0.9111623262709009,0.47813330752476374,0.635447390852331,20,double_top_vs_random,TSCO
302,221.5,0.6713623387211215,0.16666666666666666,0.8705898781927041,-0.13764906861315665,0.8913103601393744,20,ma_crossover_vs_random,TSCO
303,160.0,0.14250469262927196,0.2837528604118993,0.30174776909807705,-2.246130637605284,0.030287724362718055,60,double_top_vs_ma_crossover,TSCO
304,138.0,0.14760267888070464,0.3157894736842105,0.23542424272704296,-1.6995640018378237,0.09767252026965313,60,double_top_vs_random,TSCO
305,238.5,0.8455485390728829,0.15217391304347827,0.9253942288614331,0.48870921189514244,0.6276799924664009,60,ma_crossover_vs_random,TSCO
306,145.0,1.0,0.3137931034482759,0.3819692168089252,-0.6925512967274569,0.49521080813294927,5,double_top_vs_ma_crossover,TSLA
307,50.0,1.0,0.3,0.7869297884777761,0.09808355981709856,0.9230895703151368,5,double_top_vs_random,TSLA
308,151.0,0.8595880632586227,0.1724137931034483,0.9492743050867488,0.6441938393193687,0.5284377995333551,5,ma_crossover_vs_random,TSLA
309,155.0,0.7598986024788603,0.2103448275862069,0.8264956857037153,0.039541708785713565,0.9687535358989929,20,double_top_vs_ma_crossover,TSLA
310,46.0,0.7910295772981756,0.2,0.9944575548290717,-0.5798581279972961,0.5701979226345075,20,double_top_vs_random,TSLA
311,119.0,0.41212143072582563,0.3275862068965517,0.3088399416422985,-0.6149606026395797,0.5465109841901266,20,ma_crossover_vs_random,TSLA
312,169.0,0.44965375989832357,0.32068965517241377,0.3451662762808274,-0.21342705769393572,0.8333275259380061,60,double_top_vs_ma_crossover,TSLA
313,48.0,0.9095864090443472,0.2,0.9944575548290717,-0.11332980958451641,0.9112262288647881,60,double_top_vs_random,TSLA
314,127.0,0.5735308457755495,0.35517241379310344,0.23805256310499492,0.13092608108980858,0.8967323336042174,60,ma_crossover_vs_random,TSLA
315,299.0,0.34869232408312334,0.30994152046783624,0.1817290702258205,0.8430811884665025,0.4037734509398422,5,double_top_vs_ma_crossover,TSN
316,204.0,0.501798296107531,0.2631578947368421,0.5379287210186275,0.7826630501123835,0.44014780607413684,5,double_top_vs_random,TSN
317,228.0,0.5321967372091523,0.26705653021442494,0.3291827332883924,0.1416193466856754,0.8882569076260232,5,ma_crossover_vs_random,TSN
318,308.0,0.25514466944869574,0.21442495126705652,0.5915308838260679,1.1372691421999004,0.2636911209532639,20,double_top_vs_ma_crossover,TSN
319,178.0,0.9534256549846787,0.15789473684210525,0.978077940445305,0.4694773014436331,0.6418442390303446,20,double_top_vs_random,TSN
320,207.0,0.27432868358891926,0.25146198830409355,0.3992892065639889,-0.36245128670539883,0.7199381463894009,20,ma_crossover_vs_random,TSN
321,278.0,0.639381039403808,0.1871345029239766,0.747464245743734,0.7162774082559261,0.47813187940791557,60,double_top_vs_ma_crossover,TSN
322,211.0,0.3809854015850733,0.21052631578947367,0.808061649945869,0.9273709905855156,0.3600062983952401,60,double_top_vs_random,TSN
323,275.0,0.6880044214594685,0.16764132553606237,0.850504154413395,0.3361825484679172,0.7387201639716932,60,ma_crossover_vs_random,TSN
324,236.0,0.7242820241133368,0.22023809523809523,0.5604767438836805,-0.27863130761253435,0.781999713442745,5,double_top_vs_ma_crossover,TT
325,261.0,0.3141286123863609,0.23809523809523808,0.6028129403170835,0.6355787570013454,0.5289746869830189,5,double_top_vs_random,TT
326,289.0,0.406310544288517,0.2976190476190476,0.22091222699178725,0.7766944639515905,0.4415980770469754,5,ma_crossover_vs_random,TT
327,258.0,0.6798925015489101,0.275,0.320461441007305,0.13133091383058712,0.8961548997060201,20,double_top_vs_ma_crossover,TT
328,256.0,0.2351496620563872,0.4119047619047619,0.04702475687203622,0.6458060399206624,0.5222452477586674,20,double_top_vs_random,TT
329,296.0,0.32234069055952963,0.3333333333333333,0.12826722691855502,0.5400752338383485,0.5921397806186357,20,ma_crossover_vs_random,TT
330,208.0,0.4576647313951574,0.31666666666666665,0.18231224513253388,-0.7223708413688563,0.47436170528726085,60,double_top_vs_ma_crossover,TT
331,205.0,0.9065310763013341,0.19047619047619047,0.740185909422141,-0.21609286921131113,0.8300792655160846,60,double_top_vs_random,TT
332,281.0,0.5167279184620508,0.21428571428571427,0.5897814493281568,0.40120119640407387,0.6906425252785142,60,ma_crossover_vs_random,TT
333,,,,,,,5,double_top_vs_ma_crossover,TTD
334,,,,,,,5,double_top_vs_random,TTD
335,,,,,,,5,ma_crossover_vs_random,TTD
336,,,,,,,20,double_top_vs_ma_crossover,TTD
337,,,,,,,20,double_top_vs_random,TTD
338,,,,,,,20,ma_crossover_vs_random,TTD
339,,,,,,,60,double_top_vs_ma_crossover,TTD
340,,,,,,,60,double_top_vs_random,TTD
341,,,,,,,60,ma_crossover_vs_random,TTD
342,153.0,0.9212836323761685,0.17725752508361203,0.905511251219064,0.9260224659663674,0.3659288716433158,5,double_top_vs_ma_crossover,TTWO
343,84.0,1.0,0.15384615384615385,0.9992123531334729,0.8081077641758251,0.427869064943483,5,double_top_vs_random,TTWO
344,141.0,0.7921822736629791,0.24414715719063546,0.6086339422680456,-0.07426638569023382,0.941375405195382,5,ma_crossover_vs_random,TTWO
345,163.0,0.6685006661848532,0.21739130434782608,0.7418252946958044,0.5207709208075131,0.606822770647541,20,double_top_vs_ma_crossover,TTWO
346,102.0,0.3831576040948629,0.3076923076923077,0.5881960656115993,1.4274511877965037,0.16641296774097003,20,double_top_vs_random,TTWO
347,174.0,0.42927456961584876,0.2140468227424749,0.7606171976886169,1.0597426715111287,0.29941306254613176,20,ma_crossover_vs_random,TTWO
348,154.0,0.7199584644452166,0.3076923076923077,0.34012605177487154,0.3401293509955238,0.7373761659761169,60,double_top_vs_ma_crossover,TTWO
349,93.0,0.6815149367014268,0.3076923076923077,0.5881960656115993,0.321805000298348,0.7505492847766289,60,double_top_vs_random,TTWO
350,139.0,0.9048887228905607,0.1258741258741259,0.9961656851162383,0.019200114826058982,0.9848408148496541,60,ma_crossover_vs_random,TTWO
351,309.0,0.8433855525983691,0.26875,0.2813268481379434,0.3215789108922185,0.749571273219986,5,double_top_vs_ma_crossover,TXN
352,185.0,0.6947005538860176,0.25,0.571336004933722,0.34014401806111433,0.7357614122612475,5,double_top_vs_random,TXN
353,316.5,0.9550009999318503,0.19375,0.671100032360221,0.030569198032428076,0.9757464298071843,5,ma_crossover_vs_random,TXN
354,219.0,0.08069604542039077,0.3596774193548387,0.0643199271471775,-2.0293961509101415,0.048402907159076705,20,double_top_vs_ma_crossover,TXN
355,118.0,0.027381805003192986,0.4,0.08105771161340149,-1.6502147525208655,0.10813205693379935,20,double_top_vs_random,TXN
356,271.5,0.4634734433116151,0.23870967741935484,0.41274773719876,-0.07366704986431541,0.9417038911142422,20,ma_crossover_vs_random,TXN
357,239.0,0.7313691629206416,0.19607843137254902,0.7169532860453408,-0.47108275480071615,0.6406802365088624,60,double_top_vs_ma_crossover,TXN
358,139.0,0.3522478550600413,0.29705882352941176,0.31596803184074057,-1.070190760929013,0.2920720120060988,60,double_top_vs_random,TXN
359,268.5,0.5392773020588613,0.15,0.9276573396888691,-0.7329573354889338,0.46779224107496,60,ma_crossover_vs_random,TXN
360,258.0,0.5376003403511671,0.20995670995670995,0.6917684939285447,1.034410613911548,0.3065099500573962,5,double_top_vs_ma_crossover,TXT
361,139.0,0.06276097745480774,0.5714285714285714,0.018782249742002058,1.2748955712051395,0.2148281502123173,5,double_top_vs_random,TXT
362,289.0,0.18103630606658838,0.4025974025974026,0.05841644109855469,0.06105456127609065,0.9516019833911541,5,ma_crossover_vs_random,TXT
363,197.0,0.678342002915416,0.1864801864801865,0.8358342892498907,-0.15554250500719147,0.8773691271282738,20,double_top_vs_ma_crossover,TXT
364,96.0,0.827142619238411,0.19230769230769232,0.9028523354421859,0.20729107785289788,0.8374617948853905,20,double_top_vs_random,TXT
365,272.0,0.3461336309634897,0.23593073593073594,0.5568135283458531,0.36778553655804186,0.7153990661506897,20,ma_crossover_vs_random,TXT
366,239.0,0.5582139316415424,0.2564102564102564,0.4731737241145001,0.6588830946204357,0.5166704759269938,60,double_top_vs_ma_crossover,TXT
367,106.0,0.48166365977248615,0.27472527472527475,0.5572266842155119,0.6679181372434994,0.5103476195288283,60,double_top_vs_random,TXT
368,241.0,0.825100219368569,0.15800865800865802,0.9219648770243297,0.17393572788313652,0.8635239711999674,60,ma_crossover_vs_random,TXT
369,110.5,0.3958467929998364,0.3,0.7062951280218832,1.1315110727486817,0.2918355731539617,5,double_top_vs_ma_crossover,TYL
370,24.0,0.3776423913808655,0.5,0.474025974025974,1.1129360770062307,0.30276842096164325,5,double_top_vs_random,TYL
371,107.0,0.49348390382545987,0.26666666666666666,0.8278050223021761,0.6359483790614394,0.5502827740842466,5,ma_crossover_vs_random,TYL
372,109.5,0.10893467700932671,0.6666666666666666,0.027126099706744875,1.0334438919695554,0.3474066753988326,20,double_top_vs_ma_crossover,TYL
373,26.0,0.0546812047325177,0.8,0.04761904761904761,1.2701254630493886,0.2360693986148375,20,double_top_vs_random,TYL
374,96.0,0.8200618957260325,0.26666666666666666,0.8278050223021761,0.7042645121782954,0.5077786915353331,20,ma_crossover_vs_random,TYL
375,88.5,0.5399347100643423,0.36666666666666664,0.544635156115232,0.7832164823738487,0.4587924258130257,60,double_top_vs_ma_crossover,TYL
376,17.0,0.783711298793628,0.4666666666666667,0.474025974025974,0.8642284157796503,0.4118121983120471,60,double_top_vs_random,TYL
377,101.0,0.6637464369912188,0.26666666666666666,0.8278050223021761,0.4113888691514609,0.6939360543759338,60,ma_crossover_vs_random,TYL
378,236.0,0.4554536327727936,0.33088235294117646,0.13554679788758164,-0.5984348543306123,0.5528544684036684,5,double_top_vs_ma_crossover,UAL
379,165.0,0.4896748402310477,0.4117647058823529,0.11237727674551706,1.1731926811101583,0.25309263177165886,5,double_top_vs_random,UAL
380,319.0,0.32871999366388305,0.25919117647058826,0.36433356782874254,1.5265550994563766,0.14104314945315966,5,ma_crossover_vs_random,UAL
381,277.0,0.9246259994961207,0.22977941176470587,0.5087719748206889,0.10370634792772572,0.9178732512377422,20,double_top_vs_ma_crossover,UAL
382,157.0,0.6785111509413291,0.29411764705882354,0.46535270633620435,1.0133797504228659,0.3212850936849662,20,double_top_vs_random,UAL
383,292.0,0.6821126586182431,0.18933823529411764,0.7457878588205831,0.9319273605366067,0.36022082583327475,20,ma_crossover_vs_random,UAL
384,282.0,0.8416929071943691,0.19301470588235295,0.7216874464943984,0.08445063447641599,0.933272122089338,60,double_top_vs_ma_crossover,UAL
385,176.0,0.28426816681734046,0.35294117647058826,0.2449594979224901,0.8896395493443519,0.38033872677899294,60,double_top_vs_random,UAL
386,314.0,0.38338605586924646,0.23713235294117646,0.46694454461759966,0.9623570703800254,0.344256238485678,60,ma_crossover_vs_random,UAL
387,126.0,0.16157897125505982,0.3157894736842105,0.4496233401780629,1.6434837630763477,0.11422184904590707,5,double_top_vs_ma_crossover,UBER
388,57.0,0.6231762238821174,0.2,0.9944575548290717,0.8444785103934712,0.41251471377837845,5,double_top_vs_random,UBER
389,76.0,0.395971322295421,0.26842105263157895,0.6435520002236644,-1.1773816258596115,0.2494943970588539,5,ma_crossover_vs_random,UBER
390,115.0,0.37081819064507926,0.29473684210526313,0.49604563352689296,1.0643834203898586,0.3045697804736191,20,double_top_vs_ma_crossover,UBER
391,49.0,0.9698499769931556,0.2,0.9944575548290717,0.03629960442825562,0.971470569139303,20,double_top_vs_random,UBER
392,71.0,0.28092044199233435,0.24736842105263157,0.6977313041780808,-1.2439389755044274,0.2293543644455165,20,ma_crossover_vs_random,UBER
393,94.0,0.8666949137029539,0.24444444444444444,0.7437817712417255,0.4045953196633697,0.6914250707684584,60,double_top_vs_ma_crossover,UBER
394,60.0,0.47267559351158717,0.3,0.7869297884777761,0.857287962201356,0.4026153098949439,60,double_top_vs_random,UBER
395,113.0,0.28068027096269654,0.3888888888888889,0.2275273163145017,0.6414464934446718,0.5302708024026521,60,ma_crossover_vs_random,UBER
396,191.0,0.2785658230895288,0.32051282051282054,0.2925172364315271,1.4194373606407482,0.1685361953564184,5,double_top_vs_ma_crossover,UDR
397,82.0,0.5831966700588379,0.25,0.8689816711757754,0.2872742186209741,0.7769162182976652,5,double_top_vs_random,UDR
398,156.0,1.0,0.12179487179487179,0.9968701758883144,-0.7888106964071321,0.4407411524421444,5,ma_crossover_vs_random,UDR
399,124.0,0.5386819800744247,0.24825174825174826,0.6337598102303985,0.22888782659334322,0.8224892539605001,20,double_top_vs_ma_crossover,UDR
400,47.0,0.2546367358830266,0.3712121212121212,0.34240110407831503,-0.24285747081219083,0.8114777359586085,20,double_top_vs_random,UDR
401,131.0,0.4416612244766277,0.24358974358974358,0.6197338979231141,-0.8229945539914774,0.4184166364739629,20,ma_crossover_vs_random,UDR
402,127.0,0.7312505545091554,0.2581818181818182,0.5863657433539001,0.24429316840201587,0.8099202629445478,60,double_top_vs_ma_crossover,UDR
403,54.0,0.47886699985255177,0.38636363636363635,0.28628377948609474,0.30835409800367,0.7612353633485004,60,double_top_vs_random,UDR
404,149.0,0.9870571709352576,0.19333333333333333,0.8466896146343899,0.10628455460347473,0.9162100637228661,60,ma_crossover_vs_random,UDR
405,314.0,0.7262482661136187,0.1409295352323838,0.9167921227849788,-0.7597256398259815,0.451101682730628,5,double_top_vs_ma_crossover,UHS
406,280.0,0.7416878413518752,0.2608695652173913,0.4217817995595472,-0.4045876640640586,0.6880239584689098,5,double_top_vs_random,UHS
407,386.0,0.3380320518589689,0.2653673163418291,0.2646272386012964,0.1793989579872869,0.8585715069598182,5,ma_crossover_vs_random,UHS
408,362.0,0.6058774201558708,0.3238380809595202,0.10593664965855225,0.08157481603163609,0.9353676111251377,20,double_top_vs_ma_crossover,UHS
409,263.0,0.982468215291625,0.21739130434782608,0.6601009653401484,-0.3056441271400738,0.7613551932747387,20,double_top_vs_random,UHS
410,263.0,0.19715575612723657,0.2908545727136432,0.17985275012838214,-0.4469048429162691,0.6570057085761123,20,ma_crossover_vs_random,UHS
411,351.0,0.5894750111350144,0.14751552795031056,0.8913651388856326,0.33274864127713266,0.7407464842964737,60,double_top_vs_ma_crossover,UHS
412,249.0,0.7416878413518752,0.17391304347826086,0.8880369085652451,-0.19122202499427246,0.8493640699415763,60,double_top_vs_random,UHS
413,283.0,0.4661256716142915,0.2080745341614907,0.55440405500069,-0.45078904066531167,0.6545217705992379,60,ma_crossover_vs_random,UHS
414,286.0,0.03066505363028194,0.4392059553349876,0.040612933257292115,2.556083573341774,0.014508586726256437,5,double_top_vs_ma_crossover,ULTA
415,130.0,0.020884676510508075,0.6153846153846154,0.012649270234409551,2.6691924050363083,0.015242739739418025,5,double_top_vs_random,ULTA
416,230.5,0.46346780421393907,0.2803970223325062,0.383403516327075,0.6367215509190864,0.5302885621985667,5,ma_crossover_vs_random,ULTA
417,269.0,0.08471368988209535,0.3945409429280397,0.0850424865436526,0.966860852775937,0.34887419566266686,20,double_top_vs_ma_crossover,ULTA
418,116.0,0.11152484528652652,0.46153846153846156,0.12648770263254042,0.8814301080764431,0.38846051820066185,20,double_top_vs_random,ULTA
419,213.5,0.7673584684399679,0.12406947890818859,0.9937423231482491,0.02163617978335938,0.9829530172730714,20,ma_crossover_vs_random,ULTA
420,226.0,0.4197847829756288,0.32564102564102565,0.2303436903667112,0.6199240225626341,0.543386916347544,60,double_top_vs_ma_crossover,ULTA
421,111.0,0.18197358370099748,0.38461538461538464,0.2999201969117166,0.938491340862428,0.360680031477673,60,double_top_vs_random,ULTA
422,218.5,0.5430271604778003,0.2128205128205128,0.7209797622494809,0.5397319480662193,0.5931589386801501,60,ma_crossover_vs_random,ULTA
423,296.0,0.22376613620245145,0.24074074074074073,0.5101419444032033,1.649645668730233,0.10639209050103589,5,double_top_vs_ma_crossover,UNH
424,193.0,0.33436949112321257,0.2777777777777778,0.5025900605581054,1.043839727475167,0.3047953012328757,5,double_top_vs_random,UNH
425,230.0,0.7721197016705179,0.18518518518518517,0.814015374772555,-0.5008395719468763,0.6191918121460939,5,ma_crossover_vs_random,UNH
426,236.0,0.9714312152239701,0.17094017094017094,0.8507875042453722,0.04732125168584722,0.9624913879073155,20,double_top_vs_ma_crossover,UNH
427,156.0,0.8618029646851132,0.2222222222222222,0.7810478607409853,-0.3069774080550329,0.760860703301276,20,double_top_vs_random,UNH
428,229.0,0.9144579851508905,0.1581196581196581,0.9087619429891709,-0.34935182249559416,0.7289644911451959,20,ma_crossover_vs_random,UNH
429,146.0,0.09071201968230747,0.34823529411764703,0.12843627021625395,-1.7827334956492573,0.0822300472284419,60,double_top_vs_ma_crossover,UNH
430,107.0,0.13300541325728668,0.2647058823529412,0.460682971856078,-1.6379954665581864,0.11168687749339665,60,double_top_vs_random,UNH
431,228.0,0.950924583799356,0.14888888888888888,0.9352262919139545,-0.020538518557617246,0.9837243900671921,60,ma_crossover_vs_random,UNH
432,245.0,0.1269468235378752,0.3439153439153439,0.17642720581830668,1.3017133765096358,0.2008359186143606,5,double_top_vs_ma_crossover,UNP
433,104.0,0.8003300514187447,0.21428571428571427,0.9205155471799703,0.11812855504870967,0.9071274981144407,5,double_top_vs_random,UNP
434,160.0,0.43330608608997356,0.20634920634920634,0.7315999930206885,-0.8272306476765258,0.41601181215599103,5,ma_crossover_vs_random,UNP
435,245.0,0.07626825920082017,0.42857142857142855,0.049864376889933316,1.7970144917947135,0.08059721895301873,20,double_top_vs_ma_crossover,UNP
